Date,Location,TimeBlock,Attendance,Temperature_F,High_Risk_Location,Peak_Time,Is_Weekend,Hot_Day,Lifeguards_On_Duty,Saves
9/5/2025,Other,Morning,854,85,0,0,0,1,3,0
9/5/2025,Other,Lunch,1128,85,0,0,0,1,5,0
9/5/2025,Other,Afternoon,1275,85,0,1,0,1,5,0
9/6/2025,Activity Pool,Morning,1221,69,1,0,1,0,5,1
9/6/2025,Activity Pool,Lunch,1389,69,1,0,1,0,6,1
9/6/2025,Activity Pool,Afternoon,1247,69,1,1,1,0,5,2
9/6/2025,Shotgun Falls,Morning,1159,69,1,0,1,0,5,0
9/6/2025,Shotgun Falls,Lunch,807,69,1,0,1,0,3,0
9/6/2025,Shotgun Falls,Afternoon,1276,69,1,1,1,0,5,1
9/6/2025,Wave Pool,Morning,1400,69,1,0,1,0,6,1
9/6/2025,Wave Pool,Lunch,1118,69,1,0,1,0,4,0
9/6/2025,Wave Pool,Afternoon,985,69,1,1,1,0,4,1
9/6/2025,Other,Morning,1385,69,0,0,1,0,6,0
9/6/2025,Other,Lunch,954,69,0,0,1,0,4,1
9/6/2025,Other,Afternoon,1041,69,0,1,1,0,4,1
9/8/2025,Activity Pool,Morning,1394,74,1,0,0,0,6,0
9/8/2025,Activity Pool,Lunch,1010,74,1,0,0,0,4,2
9/8/2025,Activity Pool,Afternoon,1229,74,1,1,0,0,5,2
9/8/2025,Shotgun Falls,Morning,905,74,1,0,0,0,4,0
9/8/2025,Shotgun Falls,Lunch,907,74,1,0,0,0,4,2
9/8/2025,Shotgun Falls,Afternoon,1189,74,1,1,0,0,5,2
9/8/2025,Wave Pool,Morning,844,74,1,0,0,0,3,0
9/8/2025,Wave Pool,Lunch,1004,74,1,0,0,0,4,1
9/8/2025,Wave Pool,Afternoon,1166,74,1,1,0,0,5,1
9/8/2025,Other,Morning,863,74,0,0,0,0,3,0
9/8/2025,Other,Lunch,1128,74,0,0,0,0,5,0
9/8/2025,Other,Afternoon,973,74,0,1,0,0,4,0
9/10/2025,Activity Pool,Morning,1460,80,1,0,0,0,6,1
9/10/2025,Activity Pool,Lunch,938,80,1,0,0,0,4,1
9/10/2025,Activity Pool,Afternoon,1499,80,1,1,0,0,6,1
9/10/2025,Shotgun Falls,Morning,1497,80,1,0,0,0,6,1
9/10/2025,Shotgun Falls,Lunch,1075,80,1,0,0,0,4,2
9/10/2025,Shotgun Falls,Afternoon,1303,80,1,1,0,0,5,2
9/10/2025,Wave Pool,Morning,1392,80,1,0,0,0,6,0
9/10/2025,Wave Pool,Lunch,1495,80,1,0,0,0,6,1
9/10/2025,Wave Pool,Afternoon,1103,80,1,1,0,0,4,1
9/10/2025,Other,Morning,1041,80,0,0,0,0,4,0
9/10/2025,Other,Lunch,1259,80,0,0,0,0,5,0
9/10/2025,Other,Afternoon,934,80,0,1,0,0,4,0
